longitude,latitude
-121.34,38.04
-122.38,40.2
-122.2,39.75
-117.72,34.05
-121.47,38.54
-118.35,34.05
-121.14,38.16
-122.53,37.96
-118.27,34.16
-118.05,33.72
-118.37,33.87
-117.59,34.13
-117.06,32.66
-116.36,33.78
-117.32,34.09
-118.18,34.12
-118.19,34.03
-122.49,37.73
-117.11,32.7
-117.92,33.75
-118.47,34
-117.95,33.78
-117.88,33.64
-122.25,37.49
-117.69,33.52
-119.27,36.05
-118.98,35.38
-122.44,38.34
-117.91,33.78
-115.98,33.32
-118.5,34.2
-118.21,33.94
-122.31,37.91
-120.99,38.69
-119.74,34.38
-117.76,33.94
-122.02,38
-123.96,40.57
-119.12,34.38
-121.97,37.36
-118.26,33.94
-120.51,39.52
-122.34,37.96
-120.37,34.9
-122.86,38.1
-122.7,39.14
-120.89,37.52
-117.99,33.84
-119.63,36.7
-121.85,37.68
-120.42,37.98
-118.23,34.15
-117.05,32.59
-119.18,34.2
-121.76,36.91
-118.09,34.06
-118.3,33.82
-117.22,32.8
-122.46,37.74
-117.99,33.86
-122.57,38.11
-118.54,34.17
-118.04,34.05
-122.51,37.76
-117.01,32.75
-120.31,37.64
-121.29,37.93
-117.31,34.43
-121.88,36.59
-119.18,34.16
-118.01,33.92
-118.32,33.88
-118.32,33.79
-118.26,34.14
-122.21,37.42
-121.83,37.29
-119.04,35.41
-116.95,33.97
-121.29,37.99
-121.4,38.63
-118.56,34.37
-122.86,38.62
-118.38,34.3
-118.32,33.97
-122.27,37.86
-121.42,38.64
-122.29,37.97
-117.23,32.81
-122.29,37.88
-119.19,34.2
-120.99,37.67
-118.24,34.08
-119.72,34.41
-117.65,33.4
-117.14,32.8
-117.94,34.02
-117.25,32.99
-117.28,34.13
-122.05,37.68
-117.93,33.63
-117.25,34.11
-121.73,36.5
-117.06,32.73
-122.9,41.46
-118.2,33.83
-118.48,34.01
-121.95,37.32
-122.24,37.48
-118.09,34
-121.83,37.3
-122.23,37.46
-118.4,34.21
-121.32,38.59
-121.89,37.31
-116.73,34.52
-118.2,34.2
-118.36,34.02
-122.27,37.78
-122.23,37.76
-117.88,34.01
-121.93,37.72
-120.41,38.33
-119.35,36.21
-121.88,37.44
-122.2,37.35
-117.15,32.9
-118.14,34.06
-119.76,36.83
-122.43,37.81
-121.13,38.66
-122.04,37.62
-118.29,33.72
-121.74,39.59
-117.79,33.55
-117.84,33.77
-118.42,34.15
-118.19,34.14
-117.7,33.6
-122.02,37.35
-121.46,38.51
-118.44,34.05
-118.49,34.26
-118.45,34.08
-118.01,33.96
-122.43,37.73
-117.22,32.83
-121.76,38.25
-118.18,34.13
-119.02,35.37
-121.49,38.54
-120.41,38.03
-117.67,34.04
-119.64,36.33
-117.21,33.13
-122.03,38
-121.25,37.92
-117.66,34.07
-122.47,37.73
-120.16,34.61
-122.73,38.42
-121.84,36.61
-117.96,33.82
-122.19,37.47
-121.78,37.31
-118.34,34.03
-118.26,34.12
-118.14,34.08
-117,32.8
-118.04,33.85
-121.62,36.67
-122.01,36.98
-117.62,34.07
-118.38,33.83
-122.69,38.34
-118.09,34.04
-117.64,34.08
-117,34.87
-117.34,33.94
-118.11,33.91
-117.05,32.76
-122.3,38.3
-121.98,37.53
-118.2,33.85
-121.75,36.92
-118.29,33.95
-118.49,34.05
-118.52,34.46
-121.57,36.98
-120.76,37.58
-122.27,40.46
-122.16,37.44
-119.2,34.15
-118.58,34.2
-118.11,33.83
-121.98,37.3
-117.09,32.75
-121.01,37.62
-117.28,33.06
-122.13,37.47
-117.2,33.16
-121.84,37.34
-121.84,36.62
-118.97,35.36
-120.43,34.97
-119.5,34.35
-121.35,38.03
-117.23,33.96
-122.18,40.02
-117.17,32.69
-119.71,36.88
-118.16,34.04
-118.28,34.05
-120.44,34.96
-121.29,38.6
-119.03,34.23
-118.97,37.64
-119.05,35.36
-121.48,39.05
-116.94,32.83
-121.81,38
-119.84,36.78
-118.32,34.17
-118.15,33.98
-122.31,40.55
-122.45,37.79
-118.38,33.88
-121.54,38.29
-122.04,37.26
-117.22,32.75
-118.16,34.19
-116.2,32.64
-120.88,38.32
-121.76,38.55
-121.12,38
-122.44,37.79
-122.49,37.75
-117.66,33.6
-121.93,38.02
-118.52,34.21
-118.38,33.97
-122.07,37.96
-117.5,33.95
-118.28,33.99
-118.47,33.99
-120.46,34.64
-119.97,36.44
-122.03,37.35
-117.62,34.02
-118.41,34.19
-118.58,34.22
-119.57,36.1
-118.34,33.91
-117.07,32.77
-118.42,34.03
-117.29,33.13
-121.71,37.99
-122.27,37.88
-118.63,34.16
-121.65,36.69
-121.5,38.57
-118.54,34.28
-122.27,37.84
-117.59,34.16
-122.56,41.69
-121.97,37.54
-122.01,37.94
-122.27,37.56
-118.82,36.13
-118.45,34.06
-120.06,36.94
-120.48,39.78
-120.99,37.66
-117.83,33.87
-120.45,37.79
-122.26,37.88
-117.36,34.1
-118.07,33.81
-117.09,32.66
-117.09,32.63
-118.15,34.04
-122.26,37.84
-118.37,33.88
-121.47,38.13
-118.24,33.98
-119.72,36.81
-121.62,37.09
-121.19,38.04
-121.56,38.58
-122.39,37.73
-121.92,36.62
-118.56,34.2
-120.51,37.29
-117.24,32.75
-117.12,32.96
-118.47,34.02
-118.23,33.91
-121.23,40.01
-117.97,33.73
-119.86,34.38
-119.08,36.21
-117.35,34.13
-121.25,38.72
-121.22,39.43
-118.19,33.89
-118.45,34.18
-117.35,33.69
-121.29,37.97
-122.62,38.24
-118.51,33.98
-118.34,34.02
-117.96,34.08
-121.37,38.57
-121.76,37
-119.29,36.32
-119.01,35.3
-118.23,34.09
-117,33.29
-121.38,38.41
-117.29,33.06
-118.36,33.96
-117.02,32.66
-117.96,33.83
-117.95,33.71
-118.6,34.15
-117.15,32.91
-122.27,37.89
-120.45,36.86
-117.37,33.97
-121.88,37.32
-116.47,33.84
-117.54,34.11
-117.24,33.05
-118.28,34.09
-117.75,34.05
-117.91,33.63
-118.07,34.1
-121.88,36.49
-121.31,38.02
-122.29,37.53
-122.14,38.07
-121.23,37.78
-121.83,37.26
-117.11,32.67
-117.31,34.39
-118.39,34.2
-122.03,37.05
-118.04,33.92
-122.03,36.97
-117.93,33.65
-121.92,36.61
-121.64,39.28
-121.87,37.38
-118.34,33.92
-122.35,37.95
-121.47,38.57
-117.19,32.76
-118.08,34.14
-119.32,36.3
-120.46,38.15
-118.32,33.95
-120.83,37.5
-122.08,37.4
-121.29,38.02
-118.27,33.86
-118.03,33.9
-117.62,33.64
-120.3,38.04
-119.76,36.75
-117.87,33.6
-122.35,37.96
-121.89,37.21
-122.55,38.07
-118.68,34.27
-117.26,33.37
-119.38,36.54
-117.08,33.04
-119.3,36.35
-122.39,37.72
-122.4,37.6
-121.5,38.59
-118.08,33.86
-120.64,35.65
-121.99,36.99
-119.71,34.42
-120.02,36.8
-122.28,38.22
-119.09,36.21
-121.22,37.81
-116.83,34.25
-118.46,34.06
-118.49,34.25
-120.39,38
-117.61,33.44
-117.1,32.83
-121.93,37.49
-117.85,33.62
-118.24,33.96
-122.26,37.5
-118.36,33.92
-118.45,34.03
-122.22,38.07
-118.34,33.89
-120.82,37.51
-117.26,33.81
-120.85,37.49
-117.99,33.9
-122,37.97
-117.81,34.01
-122.12,37.99
-118.01,34.13
-120.06,36.98
-124.16,40.79
-122.47,37.76
-119.4,36.59
-122.87,38.62
-117.41,34.58
-118,33.71
-122.28,37.91
-117.96,33.81
-121.05,37.65
-122.08,37.87
-121.32,38.7
-122.02,36.97
-119.06,34.36
-121.4,38.59
-116.38,33.73
-118.4,33.98
-118.11,33.84
-118.23,34.17
-122.28,37.88
-121.06,37.86
-122.56,37.9
-119.34,36.22
-117.93,34.09
-118.03,33.72
-118.96,36.66
-118.01,34.1
-121,37.6
-121.9,36.93
-122.48,37.75
-119.11,35.38
-117.87,33.88
-117.02,32.75
-122.43,37.79
-119.64,34.43
-122.43,37.78
-117.8,33.68
-122.03,37.62
-118.21,34.02
-118.31,33.81
-120.94,37.74
-115.5,32.75
-118.5,33.97
-122.11,37.69
-115.37,32.81
-116.95,33.74
-119.17,34.25
-118.49,34.04
-122.16,38.05
-121.82,37.32
-118.25,33.93
-122.48,37.73
-116.96,33.79
-122.37,37.56
-122.05,38.26
-115.91,33.36
-119.65,36.32
-118.25,34.02
-120.64,35.26
-118.11,34.01
-115.62,33.04
-122.3,37.93
-121.96,38.54
-117.63,33.47
-118.35,34.1
-121.29,38.13
-122.07,37.52
-117.08,32.83
-117.14,32.81
-118.51,34.2
-117.25,32.8
-122.29,37.81
-121.9,37.29
-118.2,33.77
-118.22,34.05
-120.93,37.67
-121.31,37.9
-122.9,39.23
-121.31,38.59
-122.2,37.9
-117.97,33.76
-117.24,33.2
-121.26,38.09
-120.86,37.76
-118.3,34.06
-122.45,37.71
-122.03,37.83
-118.37,34.17
-120.18,39.28
-121.45,38.63
-117.84,34.13
-118.3,33.99
-122.48,38.32
-122.22,37.79
-117.39,34.38
-122.53,41.81
-122.2,37.46
-118.1,33.85
-117.92,33.85
-118.13,33.92
-118.43,34.15
-117.18,34.07
-120.81,38.73
-120.21,36.77
-117.8,33.55
-115.58,32.81
-120.97,37.67
-118.16,33.89
-121.14,37.48
-122.27,37.83
-117.02,33.81
-119.91,36.83
-119.28,35.5
-118.38,33.75
-117.66,33.58
-118.5,34.25
-121.71,39.25
-118.06,33.72
-117.14,32.72
-122.44,37.78
-117.13,32.7
-118.17,34.69
-119.32,36.19
-121.09,38.68
-122.45,38.58
-122.23,37.82
-118.01,33.83
-121.98,37.32
-118.56,34.23
-121.81,37.37
-118.21,34.21
-117.85,33.76
-121.89,37.44
-117.75,34.06
-119.39,36.55
-118.9,35.41
-117.24,32.72
-118.29,34.09
-122.4,37.72
-122.4,37.76
-118.49,34.22
-117.94,34.06
-121.48,38.53
-121.22,37.72
-118.03,33.95
-122.21,37.83
-122.16,39.74
-117.25,33.2
-116.14,34.22
-118.27,34
-121.62,39.79
-122.59,38.56
-120.89,35.37
-117.09,32.76
-117.88,33.85
-122,37.98
-118.11,33.95
-118.2,33.99
-121.45,38.64
-121.58,39.15
-121.94,38.36
-118.44,34.06
-121.95,37.36
-122.03,36.96
-122.76,38.45
-117.15,34.03
-117.02,34.03
-121.23,38.65
-115.73,32.8
-118.11,33.98
-120.44,37.31
-118.37,34.08
-116.94,33.77
-118.43,34.18
-118.12,34.13
-121.35,38.62
-117.21,33.82
-121.91,37.43
-117.18,32.92
-118.38,34.21
-117.27,32.82
-118.37,34.07
-118.18,33.99
-118.55,34.24
-118.99,37.65
-116.63,33.89
-122.14,37.73
-118.29,33.92
-117.04,32.68
-117.12,32.93
-120.7,35.55
-116.57,33.84
-120.15,37.69
-122.02,36.98
-121.69,36.62
-121.33,37.96
-120.08,36.95
-117.92,33.84
-121.63,38.67
-122.12,37.91
-118.19,34.87
-118.17,33.96
-120.16,36.96
-117.98,34.05
-122.07,37.7
-122.24,37.73
-121.41,38.55
-118.45,33.99
-121.45,41.04
-117.68,33.59
-122.32,37.53
-117.96,34.09
-122.2,37.79
-117.66,33.46
-121.11,37.43
-122.26,37.48
-122.45,38.27
-117.12,32.73
-121.91,36.62
-121.91,37.34
-117.21,32.96
-122.66,38.27
-119.35,36.2
-120.41,34.96
-120.04,36.95
-118.12,33.96
-121.79,36.68
-122.11,37.4
-118.61,34.59
-122.24,38.12
-118.2,34.12
-118.1,34.14
-118.46,34.16
-119.37,36.35
-117.36,33.17
-117.94,33.66
-118.34,34.18
-117.43,33.93
-122.4,37.8
-118.6,34.21
-119.45,36.16
-114.67,33.92
-116.29,33.72
-118.31,34.11
-122.68,38.01
-120.87,37.76
-118.16,34.11
-116.89,34.27
-117.15,32.76
-118.07,33.8
-117.12,32.77
-119.37,36.22
-117.94,34.04
-118.44,34.24
-118.43,34.2
-121.62,39.15
-117.66,34
-117.05,32.8
-119.47,35.13
-122.11,37.36
-117.3,34.13
-123.4,39.46
-121.95,37.41
-121.33,38.56
-122,37.37
-121.87,37.25
-116.97,32.78
-117.96,33.7
-118.7,35.82
-117.42,34.1
-118.41,34.17
-117.97,33.79
-118.24,33.99
-117.97,33.88
-118.41,34.25
-119.67,36.83
-121.47,38.7
-117.69,34.1
-122.36,40.55
-117.81,33.76
-117.9,33.75
-118.08,33.97
-118.46,34.26
-119.75,34.45
-122.6,38.9
-121.3,39
-121.58,37.02
-117.08,32.71
-121.86,37.21
-118.65,34.2
-119.7,36.81
-121.88,38.03
-118.35,34.08
-121.62,36.68
-117.72,34.06
-124.14,40.79
-118.2,33.82
-122.5,37.79
-118.3,34.02
-118.41,34.27
-118.12,33.92
-118.18,33.78
-118.38,34.07
-118.42,34.24
-122.15,37.42
-121.34,38.65
-120.07,36.97
-123.1,39.36
-121.46,38.61
-118.48,34.42
-118.32,34.03
-121.62,39.75
-121.3,38.67
-122.22,37.8
-117.91,33.65
-121.23,40.29
-122.85,38.52
-122.5,37.74
-116.89,33.73
-117.7,34.08
-118.94,35.39
-117.67,35.64
-117.57,34.07
-122.72,38.43
-122.69,38.37
-118.09,34.03
-121.28,37.92
-116.47,33.78
-117.06,33.78
-119.81,36.71
-118.35,34.13
-121.68,36.67
-118.12,33.81
-117.57,33.9
-119.12,35.41
-121.91,37.44
-121.89,37.32
-117.93,33.75
-117.5,34.12
-122.16,37.79
-122.42,37.76
-122.1,37.65
-122.13,37.69
-117.01,34.01
-118.26,33.88
-118.39,34.09
-117.99,34
-118.08,33.76
-121.3,37.96
-117.87,33.74
-117.34,34.16
-122.36,37.96
-119.03,35.33
-119.72,36.72
-118.86,34.19
-122.28,41.38
-116.91,32.75
-117.25,34.51
-118.77,34.26
-122.09,37.64
-118.14,34.16
-121.34,38.03
-117.88,33.84
-121.81,37.25
-117.99,34.06
-122.04,37.34
-116.84,33.08
-116.45,32.65
-118.16,33.85
-117.91,33.83
-116.97,33.74
-119.85,36.83
-122.14,37.71
-118.98,36.06
-122.55,38.02
-121.48,38.49
-117.69,33.64
-122.4,38.41
-122.22,38.12
-119.94,38.95
-118.38,33.79
-119.92,34.44
-122.04,37.37
-118.08,33.8
-121.37,38.59
-117.98,33.84
-118.5,34.23
-119.25,36.23
-124.18,40.78
-118.48,34
-121.94,37.71
-117.07,32.61
-121.59,37.19
-119.15,36.29
-119.25,34.27
-117.95,33.75
-118.23,33.93
-118.21,34.06
-117.22,34.07
-117.83,33.9
-117.43,34.01
-118.03,33.82
-120.86,37.77
-117.92,34.06
-117.37,33.94
-118.43,33.82
-122.34,40.57
-117.28,34.16
-119.79,36.31
-122.01,37.56
-117.13,32.75
-118.31,33.95
-118.12,34
-121.29,38.04
-118.59,34.21
-117.2,34.52
-118.2,33.97
-117.45,33.91
-122.01,37.35
-117.89,33.92
-117.88,33.74
-118.95,35.38
-121.02,37.09
-118.06,33.98
-117.56,33.88
-122.09,37.97
-120.85,37.77
-117.05,32.75
-118.34,33.87
-118.29,34.65
-117.29,34.12
-118.47,34.06
-122.31,37.93
-120.3,38.9
-116.98,32.73
-117.97,34.11
-120.93,37.74
-118.15,35.04
-121.23,37.8
-118.35,34.04
-117.71,34.02
-116.98,33.93
-118.13,34.2
-115.55,32.82
-121.56,39.1
-124.05,40.94
-117.07,32.76
-121.56,39.27
-120.04,34.72
-123.25,38.54
-120.98,37.59
-121.83,37.2
-117.1,32.71
-118.71,34.3
-115.5,32.68
-121.91,37.36
-118.85,35.23
-117.86,34.1
-121.59,36.55
-117.82,33.88
-117.89,34.13
-122.81,38.36
-119.2,34.25
-122.07,38.41
-118.19,33.99
-118.65,34.21
-117.41,33.94
-117.7,33.63
-118.29,34.11
-122,37.55
-118.55,34.21
-117.98,34.13
-118.75,34.26
-117.24,33.18
-121.83,36.62
-121.83,37.34
-118.18,33.91
-118.36,34.21
-117.99,33.88
-117.31,34.09
-118.04,34.04
-117.66,34.13
-121.25,38.04
-118.48,34.33
-117.94,33.94
-122.46,37.7
-122.21,37.8
-119.09,35.43
-120.04,36.74
-122.2,37.48
-122.3,37.77
-118.12,33.76
-118.26,34.16
-118.37,34.05
-119.96,38.93
-120.85,37.08
-122.08,37.68
-118.3,34.18
-122.2,37.82
-117.17,32.78
-118.27,34.11
-121.97,37.57
-117.77,34.07
-119.73,36.83
-121.96,37.53
-122.34,41.21
-118.02,33.65
-124.18,40.79
-122.06,37.39
-118.03,34.11
-117.06,34
-121.99,38.27
-118.27,33.94
-117.3,34.05
-121.32,37.98
-122.24,37.85
-120.01,38.92
-118.01,33.82
-118.36,34.18
-117.66,34.05
-117.81,33.66
-118.11,34.06
-118.37,33.93
-122.82,38.33
-118.42,34.25
-118.1,34.01
-117.07,33
-122.15,37.44
-122.17,37.48
-118.36,34.01
-121.88,36.58
-122.04,37.99
-118.22,33.98
-122.3,38
-124.14,40.57
-121.61,37.15
-118.87,34.19
-118.15,34.16
-122.26,37.82
-119.68,36.62
-115.55,32.8
-118.23,33.89
-118.1,34.18
-118.07,33.89
-118.32,34.02
-122.16,37.72
-121.89,37.29
-118.61,34.21
-118.61,34.16
-117.95,33.69
-122.16,38.9
-122.34,40.51
-121.28,38.77
-118.3,34.01
-120.76,37.73
-121.3,38.65
-121.4,38.66
-119.08,36.02
-118.38,33.87
-122.21,37.47
-117.93,33.64
-121.37,38.56
-118.43,34.42
-118.24,34.11
-118.4,33.87
-117.09,33.1
-121.45,37.75
-118.32,34.1
-116.24,33.76
-119.11,35.42
-119.22,36.31
-118.44,34.03
-121.83,36.6
-118.7,34.28
-122.21,37.78
-117.27,33.03
-118.29,34.06
-121.31,37.94
-118.03,34.16
-121.53,38.48
-118.08,34.04
-117.9,34.11
-118.36,34.04
-118.18,33.85
-121.89,37.3
-121.88,37.26
-119.74,34.45
-118.36,33.8
-117.52,33.99
-122.35,37.94
-121.98,38.36
-120.48,39.66
